"MUSICID","VIDEOID","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","SEQUENCE","ALBUM_PACKAGELANGUAGE","ALBUM_TITLEOFFICIAL","ALBUM_YEAR","ALBUM_GENRELEVEL1","ALBUM_GENRELEVEL2","ALBUM_GENRELEVEL3","ALBUM_ALBUMLABEL","ALBUM_TOTALINSET","ALBUM_DISCINSET","ALBUM_TRACKCOUNT","ALBUM_COVERARTURL","ALBUM_TRACK_TRACKGNID","ALBUM_TRACK_TRACKNUMBER","ALBUM_TRACK_TITLEOFFICIAL","CREATETIME","CREATEUSER","CREATEREQIP","MODIFYTIME","MODIFYUSER","DELETETIME","DELETEUSER","DELETEREQIP","DELFLAG","CHECKSTATUS","CHECKOUTSERVERID","ALBUM_CREDIT_NAMEOFFICIAL","ALBUM_CREDIT_ORIGINLEVEL1","ALBUM_CREDIT_ORIGINLEVEL2","ALBUM_CREDIT_ORIGINLEVEL3","ALBUM_CREDIT_ORIGINLEVEL4","ALBUM_CREDIT_ERALEVEL1","ALBUM_CREDIT_ERALEVEL2","ALBUM_CREDIT_ERALEVEL3","ALBUM_CREDIT_ARTISTTYPELEVEL1","ALBUM_CREDIT_ARTISTTYPELEVEL2","ISDUPLICATION","CHUBFILENAME","CHUBFILEPATH","SCENECHUBFILEPATH","SCENECHUBFILENAME","USELIMIT"
426474,84826,"01:40:20;00","01:40:26;23",144300,144467,860,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426475,84826,"01:40:27;00","01:40:33;23",144468,144635,861,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426476,84826,"01:40:34;00","01:40:40;23",144636,144803,862,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426477,84826,"01:40:41;00","01:40:47;23",144804,144971,863,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426478,84826,"01:40:48;00","01:40:54;23",144972,145139,864,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426479,84826,"01:40:55;00","01:41:01;23",145140,145305,865,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426480,84826,"01:41:02;00","01:41:08;23",145306,145473,866,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426481,84826,"01:41:09;00","01:41:15;23",145474,145641,867,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426482,84826,"01:41:16;00","01:41:22;23",145642,145809,868,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426483,84826,"01:41:23;00","01:41:29;23",145810,145977,869,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426484,84826,"01:41:30;00","01:41:36;23",145978,146145,870,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426485,84826,"01:41:37;00","01:41:43;23",146146,146313,871,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426486,84826,"01:41:44;00","01:41:50;23",146314,146481,872,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426487,84826,"01:41:51;00","01:41:57;23",146482,146649,873,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426488,84826,"01:41:58;00","01:42:04;23",146650,146815,874,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426489,84826,"01:42:05;00","01:42:11;23",146816,146983,875,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426490,84826,"01:42:12;00","01:42:18;23",146984,147151,876,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426491,84826,"01:42:19;00","01:42:25;23",147152,147319,877,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426492,84826,"01:42:26;00","01:42:32;23",147320,147487,878,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651809-E261CBF3073398E28FDF51C72E46BE31",19,"She's Behind You",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426493,84826,"01:42:33;00","01:42:39;23",147488,147655,879,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426494,84826,"01:42:40;00","01:42:46;23",147656,147823,880,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426495,84826,"01:42:47;00","01:42:53;23",147824,147991,881,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426496,84826,"01:42:54;00","01:43:00;23",147992,148157,882,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426497,84826,"01:43:01;00","01:43:07;23",148158,148325,883,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426498,84826,"01:43:08;00","01:43:14;23",148326,148493,884,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426499,84826,"01:43:15;00","01:43:21;23",148494,148661,885,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426500,84826,"01:43:22;00","01:43:28;23",148662,148829,886,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426501,84826,"01:43:29;00","01:43:35;23",148830,148997,887,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426502,84826,"01:43:36;00","01:43:42;23",148998,149165,888,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426503,84826,"01:43:43;00","01:43:49;23",149166,149333,889,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426504,84826,"01:43:50;00","01:43:56;23",149334,149501,890,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426505,84826,"01:43:57;00","01:44:03;23",149502,149667,891,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426506,84826,"01:44:04;00","01:44:10;23",149668,149835,892,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426507,84826,"01:44:11;00","01:44:17;23",149836,150003,893,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426508,84826,"01:44:18;00","01:44:24;23",150004,150171,894,"","",0,"","","","",0,0,0,"","",0,"",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426509,84826,"01:44:25;00","01:44:31;23",150172,150339,895,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426510,84826,"01:44:32;00","01:44:38;23",150340,150507,896,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426511,84826,"01:44:39;00","01:44:45;23",150508,150675,897,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426512,84826,"01:44:46;00","01:44:52;23",150676,150843,898,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426513,84826,"01:44:53;00","01:44:59;21",150844,151009,899,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154551,1,"",20190621154551,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426514,84826,"01:44:59;22","01:45:06;23",151010,151177,900,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426515,84826,"01:45:07;00","01:45:13;23",151178,151345,901,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426516,84826,"01:45:14;00","01:45:20;23",151346,151513,902,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426517,84826,"01:45:21;00","01:45:27;23",151514,151681,903,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426518,84826,"01:45:28;00","01:45:34;23",151682,151849,904,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426519,84826,"01:45:35;00","01:45:41;23",151850,152017,905,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651810-51E8CDFE16304F2425F7BB8D6917D538",20,"One Bullet Is All I Need",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426520,84826,"01:45:42;00","01:45:48;23",152018,152185,906,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426521,84826,"01:45:49;00","01:45:55;23",152186,152353,907,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426522,84826,"01:45:56;00","01:46:02;23",152354,152519,908,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426523,84826,"01:46:03;00","01:46:09;23",152520,152687,909,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426524,84826,"01:46:10;00","01:46:16;23",152688,152855,910,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426525,84826,"01:46:17;00","01:46:23;23",152856,153023,911,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426526,84826,"01:46:24;00","01:46:30;23",153024,153191,912,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426527,84826,"01:46:31;00","01:46:37;23",153192,153359,913,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426528,84826,"01:46:38;00","01:46:44;23",153360,153527,914,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426529,84826,"01:46:45;00","01:46:51;23",153528,153695,915,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426530,84826,"01:46:52;00","01:46:58;23",153696,153863,916,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651811-3930181ECDEF2B859C9466579A233554",21,"I Thought I'D Killed You",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426531,84826,"01:46:59;00","01:47:05;23",153864,154029,917,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651811-3930181ECDEF2B859C9466579A233554",21,"I Thought I'D Killed You",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426532,84826,"01:47:06;00","01:47:12;23",154030,154197,918,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651811-3930181ECDEF2B859C9466579A233554",21,"I Thought I'D Killed You",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426533,84826,"01:47:13;00","01:47:19;23",154198,154365,919,"","",0,"","","","",0,0,0,"","",0,"",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426534,84826,"01:47:20;00","01:47:26;23",154366,154533,920,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651811-3930181ECDEF2B859C9466579A233554",21,"I Thought I'D Killed You",20190621154552,1,"",20190621154552,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
