"MERGEFACEID","VIDEOID","ACTORID","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","DELFLAG","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","CHUBFILENAME","CHUBFILEPATH","KEYFRAMEINDEX"
149956,84826,135576,"00:51:38;20","00:52:18;12",74280,75230,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",75020
149957,84826,135576,"00:53:20;06","00:53:39;20",76710,77180,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",77090
149958,84826,135576,"00:56:36;18","00:56:40;22",81420,81520,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",81450
149959,84826,135576,"00:57:34;08","00:59:07;00",82800,85020,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",82970
149960,84826,135576,"00:59:50;18","01:01:32;02",86070,88500,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",86980
149961,84826,135576,"01:02:35;12","01:02:40;12",90020,90140,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",90080
149962,84826,135576,"01:08:51;10","01:12:21;06",99030,104060,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",100360
149963,84826,135576,"01:13:45;12","01:14:46;20",106080,107550,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",107480
149964,84826,135576,"01:17:43;08","01:17:48;18",111780,111910,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",111830
149965,84826,135576,"01:20:09;18","01:22:52;20",115290,119200,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",117590
149966,84826,135576,"01:27:05;18","01:29:06;18",125260,128160,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",127790
149967,84826,135576,"01:29:37;04","01:30:35;22",128890,130300,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",130040
149968,84826,135576,"01:31:06;00","01:32:18;14",131020,132760,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",131660
149969,84826,135576,"01:33:08;16","01:34:05;00",133960,135310,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",134440
149970,84826,135576,"01:35:35;22","01:35:54;16",137490,137940,0,1,1,0,20190621151601,20190621151601,0,0,"","",0,"","",137870
149971,84826,135576,"01:36:42;06","01:40:00;00",139080,143820,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",142490
149972,84826,135576,"01:40:32;12","01:40:37;12",144600,144720,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",144660
149973,84826,135576,"01:42:56;10","01:43:00;06",148050,148140,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",148070
149974,84826,135576,"01:46:18;10","01:47:02;16",152890,153950,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",153850
149975,84826,135576,"01:47:36;20","01:47:43;12",154770,154930,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",154860
149976,84826,135576,"01:48:28;14","01:50:09;12",156010,158430,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",158340
149977,84826,2735,"00:09:42;20","00:13:28;22",13970,19390,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",16790
149978,84826,2735,"00:29:38;12","00:30:13;02",42630,43460,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",43340
149979,84826,2735,"00:31:22;18","00:32:02;20",45130,46090,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",45770
149980,84826,2735,"00:38:42;22","00:39:21;18",55680,56610,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",56150
149981,84826,2735,"00:48:27;20","00:48:34;12",69700,69860,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",69730
149982,84826,2735,"01:06:06;06","01:07:38;10",95070,97280,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",95410
149983,84826,2735,"01:12:25;10","01:13:20;22",104160,105490,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",105170
149984,84826,2735,"01:15:11;12","01:15:29;20",108140,108580,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",108510
149985,84826,2735,"01:52:16;08","01:52:30;12",161470,161810,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",161540
149986,84826,145515,"00:02:21;20","00:03:08;04",3400,4510,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",4430
149987,84826,145515,"00:09:11;04","00:10:02;00",13210,14430,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",14310
149988,84826,145515,"00:10:45;18","00:10:49;12",15480,15570,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",15500
149989,84826,145515,"00:11:34;14","00:11:37;22",16650,16730,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",16670
149990,84826,145515,"00:12:08;00","00:13:35;04",17450,19540,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",18870
149991,84826,145515,"00:20:23;14","00:20:36;12",29330,29640,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",29560
149992,84826,145515,"00:23:08;00","00:23:20;02",33270,33560,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",33460
149993,84826,145515,"00:36:46;02","00:36:50;06",52880,52980,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",52890
149994,84826,145515,"00:37:42;10","00:38:17;22",54230,55080,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",54250
149995,84826,145515,"00:42:12;08","00:42:41;22",60700,61410,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",61320
149996,84826,145515,"00:43:42;00","00:43:56;04",62850,63190,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",63060
149997,84826,145515,"00:44:28;08","00:46:09;18",63960,66390,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",65980
149998,84826,145515,"00:46:51;20","00:47:19;20",67400,68070,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",67450
149999,84826,145515,"00:48:07;10","00:48:44;12",69210,70100,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",69840
150000,84826,145515,"00:51:51;08","00:52:51;20",74580,76030,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",74750
150001,84826,145515,"00:53:53;14","00:53:59;00",77510,77640,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",77570
150002,84826,145515,"00:54:52;00","00:55:21;16",78910,79620,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",78970
150003,84826,145515,"00:56:15;22","00:56:37;14",80920,81440,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",80950
150004,84826,145515,"00:57:48;12","00:58:43;14",83140,84460,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",83170
150005,84826,145515,"00:59:53;06","00:59:58;06",86130,86250,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",86180
150006,84826,145515,"01:01:39;04","01:03:08;22",88670,90820,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",89700
150007,84826,145515,"01:04:59;10","01:05:05;08",93470,93610,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",93510
150008,84826,145515,"01:05:51;04","01:07:13;00",94710,96670,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",95100
150009,84826,145515,"01:08:09;18","01:09:08;04",98030,99430,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",99340
150010,84826,145515,"01:10:54;00","01:13:23;00",101970,105540,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",102920
150011,84826,145515,"01:15:12;18","01:15:56;02",108170,109210,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",108910
150012,84826,145515,"01:18:12;14","01:19:17;16",112480,114040,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",113910
150013,84826,145515,"01:20:29;08","01:20:33;12",115760,115860,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",115790
150014,84826,145515,"01:23:04;14","01:23:27;02",119480,120020,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",119920
150015,84826,145515,"01:24:17;04","01:24:24;06",121220,121390,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",121290
150016,84826,145515,"01:25:42;16","01:28:25;00",123270,127160,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",123320
150017,84826,145515,"01:29:14;06","01:29:35;22",128340,128860,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",128670
150018,84826,145515,"01:31:10;14","01:31:47;06",131130,132010,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",131820
150019,84826,145515,"01:33:04;12","01:34:53;08",133860,136470,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",135200
150020,84826,145515,"01:35:35;12","01:35:51;18",137480,137870,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",137530
150021,84826,145515,"01:36:25;04","01:36:31;00",138670,138810,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",138680
150022,84826,145515,"01:38:38;06","01:40:00;00",141860,143820,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",141880
150023,84826,145515,"01:41:57;04","01:42:01;10",146630,146730,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",146650
150024,84826,145515,"01:43:23;14","01:44:03;06",148700,149650,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",149200
150025,84826,145515,"01:46:49;06","01:47:31;00",153630,154630,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",153680
150026,84826,145515,"01:48:04;00","01:49:03;16",155420,156850,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",155470
150027,84826,145515,"01:50:54;12","01:51:02;12",159510,159700,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",159550
150028,84826,145515,"01:52:20;02","01:52:24;16",161560,161670,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",161600
150029,84826,160006,"00:16:46;16","00:16:50;20",24130,24230,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",24150
150030,84826,160006,"00:18:34;08","00:18:55;04",26710,27210,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",26930
150031,84826,160006,"00:20:13;14","00:20:59;20",29090,30200,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",30090
150032,84826,160006,"00:21:41;14","00:22:13;18",31200,31970,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",31630
150033,84826,160006,"00:22:46;06","00:22:51;16",32750,32880,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",32800
150034,84826,160006,"00:33:30;00","00:33:35;20",48180,48320,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",48220
150035,84826,160006,"00:34:28;20","00:34:32;14",49590,49680,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",49610
150036,84826,160006,"00:40:25;02","00:40:58;00",58130,58920,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",58390
150037,84826,160006,"00:59:24;22","00:59:42;10",85450,85870,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",85790
150038,84826,160006,"01:19:33;02","01:20:06;00",114410,115200,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",114780
150039,84826,160006,"01:21:28;04","01:21:31;22",117170,117260,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",117180
150040,84826,160006,"01:33:57;10","01:34:12;12",135130,135490,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",135420
150041,84826,160006,"01:35:56;08","01:36:20;04",137980,138550,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",138480
150042,84826,160006,"01:39:16;16","01:40:02;12",142780,143880,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",143790
150043,84826,160006,"01:47:56;20","01:49:12;00",155250,157050,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",156930
150044,84826,90107,"00:04:54;22","00:04:58;16",7070,7160,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",7100
150045,84826,90107,"00:08:02;08","00:08:07;18",11560,11690,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",11610
150046,84826,90107,"00:14:30;06","00:14:36;02",20860,21000,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",20910
150047,84826,90107,"00:16:17;02","00:16:22;12",23420,23550,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",23450
150048,84826,90107,"00:17:35;12","00:18:06;10",25300,26040,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",25350
150049,84826,90107,"00:18:59;18","00:21:10;08",27320,30450,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",27790
150050,84826,90107,"00:21:44;22","00:22:23;08",31280,32200,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",31320
150051,84826,90107,"00:36:24;00","00:36:31;22",52350,52540,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",52390
150052,84826,90107,"01:17:26;16","01:17:33;18",111380,111550,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",111440
150053,84826,90107,"01:40:22;22","01:40:29;04",144370,144520,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",144400
150054,84826,141481,"00:41:49;08","00:42:31;02",60150,61150,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",61050
150055,84826,141481,"00:43:24;12","00:43:55;18",62430,63180,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",63090
150056,84826,141481,"00:46:50;14","00:47:16;02",67370,67980,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",67400
150057,84826,141481,"00:53:05;16","00:53:10;16",76360,76480,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",76390
150058,84826,141481,"00:58:46;12","00:58:49;20",84530,84610,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",84550
150059,84826,141481,"01:00:27;20","01:00:36;04",86960,87160,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",87010
150060,84826,141481,"01:17:33;08","01:17:37;22",111540,111650,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",111580
150061,84826,141481,"01:30:40;02","01:30:57;14",130400,130820,0,1,1,0,20190621151602,20190621151602,0,0,"","",0,"","",130620
150062,84826,140714,"00:14:32;18","00:15:05;08",20920,21700,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",20980
150063,84826,140714,"00:20:22;18","00:20:35;16",29310,29620,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",29330
150064,84826,140714,"00:43:02;20","00:43:07;20",61910,62030,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",61930
150065,84826,140714,"00:43:38;06","00:43:41;14",62760,62840,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",62760
150066,84826,140714,"00:45:33;10","00:46:11;20",65520,66440,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",66150
150067,84826,140714,"00:46:53;22","00:47:18;14",67450,68040,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",67470
150068,84826,140714,"00:50:37;02","00:51:09;16",72800,73580,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",72920
150069,84826,140714,"00:51:46;18","00:51:49;16",74470,74540,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",74470
150070,84826,140714,"00:53:53;14","00:53:57;18",77510,77610,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",77530
150071,84826,140714,"00:57:54;08","00:57:59;08",83280,83400,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",83330
150072,84826,140714,"00:58:44;20","00:58:47;08",84490,84550,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",84490
150073,84826,140714,"01:03:42;16","01:03:51;00",91630,91830,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",91670
150074,84826,140714,"01:11:09;12","01:11:21;14",102340,102630,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",102340
150075,84826,140714,"01:13:55;12","01:14:40;04",106320,107390,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",107330
150076,84826,140714,"01:16:07;20","01:16:14;22",109490,109660,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",109510
150077,84826,140714,"01:19:00;04","01:19:06;00",113620,113760,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",113670
150078,84826,140714,"01:24:06;18","01:24:09;16",120970,121040,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",120980
150079,84826,140714,"01:25:39;18","01:25:42;06",123200,123260,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",123220
150080,84826,140714,"01:26:22;18","01:27:03;06",124230,125200,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",124290
150081,84826,140714,"01:29:53;10","01:30:09;06",129280,129660,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",129310
150082,84826,140714,"01:31:16;00","01:32:01;12",131260,132350,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",131890
150083,84826,140714,"01:32:54;10","01:32:58;04",133620,133710,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",133650
150084,84826,140714,"01:36:51;10","01:36:54;08",139300,139370,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",139310
150085,84826,140714,"01:38:49;02","01:38:52;10",142120,142200,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",142140
150087,84826,140714,"01:48:29;00","01:49:22;00",156020,157290,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",157220
150088,84826,140714,"01:51:15;00","01:51:20;20",160000,160140,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",160020
150089,84826,1937,"00:00:40;10","00:01:38;20",970,2370,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",1650
150090,84826,1937,"00:05:15;00","00:06:47;14",7550,9770,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",8310
150091,84826,1937,"00:07:27;06","00:08:54;20",10720,12820,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",12540
150092,84826,1937,"00:20:11;22","00:20:36;22",29050,29650,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",29100
150093,84826,1937,"00:21:30;18","00:22:18;18",30940,32090,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",31490
150094,84826,1937,"00:25:15;16","00:28:36;18",36330,41150,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",37880
150095,84826,1937,"00:37:02;20","00:37:08;06",53280,53410,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",53300
150096,84826,1937,"00:37:53;16","00:38:21;16",54500,55170,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",54520
150097,84826,1937,"00:41:56;10","00:47:17;18",60320,68020,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",63780
150098,84826,1937,"00:48:06;04","00:48:15;18",69180,69410,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",69320
150099,84826,1937,"00:50:17;12","00:50:21;06",72330,72420,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",72360
150100,84826,1937,"00:52:03;12","00:54:30;18",74870,78400,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",78280
150101,84826,1937,"00:55:21;06","00:55:24;14",79610,79690,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",79620
150102,84826,1937,"00:56:09;06","00:56:27;04",80760,81190,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",81100
150103,84826,1937,"00:57:20;14","00:58:32;08",82470,84190,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",84120
150104,84826,1937,"00:59:57;20","01:00:16;04",86240,86680,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",86560
150105,84826,1937,"01:00:51;04","01:01:40;00",87520,88690,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",87550
150106,84826,1937,"01:02:35;02","01:02:40;12",90010,90140,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",90030
150107,84826,1937,"01:05:05;18","01:05:32;20",93620,94270,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",93960
150108,84826,1937,"01:08:06;20","01:09:03;04",97960,99310,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",98430
150109,84826,1937,"01:09:39;10","01:11:12;00",100180,102400,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",100710
150110,84826,1937,"01:12:15;20","01:12:20;10",103930,104040,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",103970
150111,84826,1937,"01:13:11;08","01:14:34;18",105260,107260,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",106890
150112,84826,1937,"01:16:06;04","01:16:18;06",109450,109740,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",109520
150113,84826,1937,"01:17:45;10","01:18:04;16",111830,112290,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",112160
150114,84826,1937,"01:18:45;02","01:19:01;20",113260,113660,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",113290
150115,84826,1937,"01:20:31;00","01:21:26;12",115800,117130,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",117030
150116,84826,1937,"01:22:10;08","01:22:19;12",118180,118400,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",118230
150117,84826,1937,"01:22:54;22","01:24:33;10",119250,121610,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",121480
150118,84826,1937,"01:25:34;08","01:29:00;22",123070,128020,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",126800
150119,84826,1937,"01:29:35;02","01:30:29;16",128840,130150,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",130080
150120,84826,1937,"01:31:11;20","01:32:18;14",131160,132760,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",131610
150121,84826,1937,"01:33:08;06","01:34:28;08",133950,135870,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",135440
150122,84826,1937,"01:35:35;12","01:36:33;12",137480,138870,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",137550
150123,84826,1937,"01:37:22;18","01:37:36;02",140050,140370,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",140300
150124,84826,1937,"01:38:40;18","01:40:00;10",141920,143830,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",143540
150125,84826,1937,"01:41:04;16","01:41:08;20",145370,145470,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",145400
150126,84826,1937,"01:42:21;20","01:42:29;18",147220,147410,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",147330
150127,84826,1937,"01:44:20;18","01:44:24;22",150070,150170,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",150100
150128,84826,1937,"01:44:54;22","01:46:40;02",150890,153410,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",151390
150129,84826,1937,"01:47:15;04","01:48:54;10",154250,156630,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",155020
150130,84826,1937,"01:49:37;00","01:50:34;22",157650,159040,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",158960
150131,84826,1937,"01:51:31;16","01:51:41;06",160400,160630,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",160560
150132,84826,4569,"00:03:55;06","00:05:18;08",5640,7630,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",7560
150133,84826,4569,"00:09:07;00","00:09:12;10",13110,13240,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",13170
150134,84826,4569,"00:10:01;04","00:10:07;00",14410,14550,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",14480
150135,84826,4569,"00:10:54;12","00:11:01;06",15690,15850,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",15740
150136,84826,4569,"00:14:29;00","00:14:33;04",20830,20930,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",20850
150137,84826,4569,"00:15:25;08","00:15:30;18",22180,22310,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",22220
150138,84826,4569,"00:16:39;14","00:16:45;20",23960,24110,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",24020
150139,84826,4569,"00:17:33;10","00:18:03;02",25250,25960,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",25860
150140,84826,4569,"00:18:56;10","00:20:35;06",27240,29610,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",29270
150141,84826,4569,"00:21:11;14","00:22:33;08",30480,32440,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",31370
150142,84826,4569,"00:24:05;14","00:27:40;10",34650,39800,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",39240
150143,84826,4569,"00:28:35;02","00:29:33;12",41110,42510,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",41140
150144,84826,4569,"00:33:01;06","00:33:05;20",47490,47600,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",47530
150145,84826,4569,"00:39:57;14","00:40:08;10",57470,57730,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",57660
150146,84826,4569,"00:46:19;08","00:47:02;08",66620,67650,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",67280
150147,84826,4569,"00:53:25;16","00:53:29;20",76840,76940,0,1,1,0,20190621151603,20190621151603,0,0,"","",0,"","",76860
